FB_ID,waspvcontrol,waspvoil
FBgn0037218,-0.071094858,-0.362463507
FBgn0015331,-0.057446901,-0.343614992
FBgn0010225,0.050155308,0.071225565
FBgn0037228,0.40947597,0.442123953
FBgn0037220,-0.056512731,-0.013835488
FBgn0031670,-0.24339604,-0.08716555
FBgn0000299,-0.201558417,-0.084059797
FBgn0031682,-0.157841575,-0.210864148
FBgn0031683,0.000208249,-0.277057617
FBgn0031684,-0.405142415,-0.484913498
FBgn0031681,0.625709118,0.293963591
FBgn0028694,-0.19061002,-0.052509366
FBgn0031678,-0.141819431,-0.184568691
FBgn0022023,-0.154481589,0.052156003
FBgn0031673,-0.110867522,-0.581456435
FBgn0016075,-0.206070124,-0.045898612
FBgn0053113,0.421336957,0.492246362
FBgn0031696,-0.159508407,-0.410205373
FBgn0016076,-0.178492721,1.056070028
FBgn0015031,-0.278849206,-0.237346657
FBgn0031703,0.184854607,-0.206171629
FBgn0031702,-0.329633325,-0.354502698
FBgn0031698,0.059034264,-0.184351707
FBgn0000228,0.167190203,0.085988561
FBgn0003716,0.334071074,-0.004447348
FBgn0000318,-0.064210802,-0.075739579
FBgn0031711,-0.025325689,0.10123181
FBgn0002525,-0.092235569,-0.25753071
FBgn0031717,0.225747335,0.220316106
FBgn0031728,0.385046644,-0.488617766
FBgn0014189,-0.14573891,0.126055432
FBgn0031710,0.155786792,-0.121944696
FBgn0031708,-0.143881976,-0.113379352
FBgn0031736,-0.022466853,0.165374016
FBgn0043362,-0.132565798,-0.393130849
FBgn0001128,-0.098446925,-0.250180137
FBgn0031752,-0.082134351,-0.396665917
FBgn0031738,0.061532002,-0.053393489
FBgn0001942,-0.216892071,-0.044485865
FBgn0001941,-0.029497559,-0.032561891
FBgn0031768,-0.064984424,-0.36337221
FBgn0031769,-0.041137201,-0.058237548
FBgn0031776,-0.222450207,-0.150858978
FBgn0031785,-0.173947265,-1.184542923
FBgn0031779,0.055286264,0.070897462
FBgn0031773,0.03000194,-0.103903667
FBgn0031771,-0.241120919,-0.27369025
FBgn0000052,-0.201127025,0.121845166
FBgn0025742,0.172604223,-0.052214481
FBgn0031764,0.021505058,0.427077746
FBgn0031759,0.056827857,0.006160907
FBgn0000308,0.141105455,0.152153391
FBgn0015623,-0.357751377,-0.125814871
FBgn0031805,-0.423847257,0.033059989
FBgn0031815,0.086351766,0.005693782
FBgn0031820,0.244684832,-0.064853579
FBgn0027496,0.227915851,0.310649555
FBgn0031822,-0.083538679,-0.157376058
FBgn0031821,-0.161857102,-0.108403005
FBgn0031818,0.100907908,-0.103893697
FBgn0031817,-0.22019061,-0.896890904
FBgn0031814,0.086656387,0.154797619
FBgn0011722,-0.023835407,0.029171355
FBgn0031801,-0.030465173,-0.061721488
FBgn0031799,-0.015458648,-0.101958659
FBgn0051637,0.076136905,-0.030803268
FBgn0031830,-0.331399143,-0.256691954
FBgn0031836,-0.006389746,0.040883412
FBgn0028467,0.033248023,-0.270065254
FBgn0031851,-0.126454221,0.294960208
FBgn0046704,0.047234776,-0.299205284
FBgn0031853,0.143560605,-0.936973645
FBgn0025777,0.088441141,-0.50729686
FBgn0025595,0.255962989,0.087360579
FBgn0031849,0.083166731,-0.918363867
FBgn0028703,0.059071934,-0.160847321
FBgn0051635,0.054905903,-0.240907335
FBgn0031832,-0.176612942,0.237488093
FBgn0031860,0.66773933,0.794813077
FBgn0031868,0.003106056,0.180969533
FBgn0004838,0.142597073,0.118310143
FBgn0031877,-0.317146233,-0.115755277
FBgn0021944,-0.202702875,-0.150215467
FBgn0016978,-0.056324904,0.013761404
FBgn0031878,0.094335506,-1.012192213
FBgn0031871,0.021612097,-0.561290055
FBgn0028554,0.057808448,0.19306583
FBgn0011737,-0.030850929,-0.392820566
FBgn0042189,-0.180460226,-0.954082941
FBgn0015776,0.028597168,0.044675259
FBgn0031885,-0.10856206,-0.033061508
FBgn0031893,-0.011799344,0.010069961
FBgn0031897,-0.035513073,-0.02990321
FBgn0031896,0.060339896,-1.023115425
FBgn0051908,-0.073234545,0.093119138
FBgn0031907,-0.295901426,-0.328244021
FBgn0031913,0.010871812,-0.06374552
FBgn0003961,-2.069229772,0.546763812
FBgn0031947,0.044197559,-0.106465271
FBgn0031951,-0.1242476,-0.159192761
FBgn0031952,0.016368177,-0.269248375
FBgn0031950,-0.059152226,-0.152253714
FBgn0031948,0.192031699,0.125801789
FBgn0031937,0.29548794,0.215097795
FBgn0041182,0.813612954,0.358873952
FBgn0027515,0.063705723,-0.405322865
FBgn0004177,0.074822489,0.030969267
FBgn0031968,0.311314981,-0.213575278
FBgn0031975,0.049929598,0.022021107
FBgn0031981,0.264338417,-0.054636194
FBgn0011230,0.021005966,-0.349179698
FBgn0031980,-0.121717015,0.113904691
FBgn0031974,0.140496949,0.165484726
FBgn0031973,-0.18364926,0.092766645
FBgn0031972,-0.161231558,-0.163762999
FBgn0031969,0.194554316,-0.075638115
FBgn0020618,-0.162354563,0.103663645
FBgn0031988,0.048253878,-0.403464542
FBgn0031996,-0.010690741,0.067309469
FBgn0015299,-0.030435651,-0.367341
FBgn0032014,0.015146423,-0.12463562
FBgn0032018,0.074084814,-0.162520213
FBgn0032022,-0.046285634,-0.837145723
FBgn0032026,0.060783374,0.056114583
FBgn0032015,0.167851586,0.313971867
FBgn0003502,0.174902621,0.094190229
FBgn0032006,0.252267961,0.115979588
FBgn0032005,0.227463826,0.080295579
FBgn0032000,0.095411039,0.080813371
FBgn0003607,0.081840189,-0.065562577
FBgn0031998,-0.347655534,0.234449966
FBgn0031992,-0.059760412,0.010057383
FBgn0031990,-0.056276467,0.192390859
FBgn0031987,-0.046378236,-0.00185969
FBgn0031985,0.094077614,0.006196833
FBgn0032029,0.00640113,0.155212795
FBgn0032030,-0.040108822,-0.071893454
FBgn0032036,-0.123798441,-0.179800624
FBgn0020497,0.071873971,0.029484664
FBgn0027932,0.08325905,-0.324284969
FBgn0032052,-0.094134528,-0.134676555
FBgn0032054,-0.229411603,-0.162133097
FBgn0016122,0.306415559,0.167645815
FBgn0032053,-0.39263795,0.01609678
FBgn0032051,-0.079520383,0.275643271
FBgn0032050,-0.24521886,0.113584315
FBgn0026718,-0.219863865,-0.591797593
FBgn0014417,-0.050903089,0.044344613
FBgn0001114,0.134059697,-0.060033937
FBgn0003209,-0.3662052,0.278331244
FBgn0004914,0.145375297,-0.151600032
FBgn0032059,-0.111069984,-0.363951462
FBgn0032101,0.025032927,0.004335387
FBgn0013746,0.099407484,0.037418603
FBgn0041092,-0.032626432,0.171746398
FBgn0026439,0.055007849,0.13645837
FBgn0011232,-0.04571741,0.055589193
FBgn0002973,-0.121387606,-0.78326579
FBgn0032123,-0.078690758,0.057836078
FBgn0040070,-0.16530175,-0.110848622
FBgn0032135,0.207284025,-0.390408106
FBgn0032136,0.038501945,-0.025133377
FBgn0011207,-0.029617955,-0.064004036
FBgn0032138,-0.349763567,0.100022296
FBgn0000273,0.025310832,-0.147178414
FBgn0051709,-0.143338088,-0.904303967
FBgn0028479,0.059924133,0.15458267
FBgn0004868,0.072457301,0.086211534
FBgn0032147,0.497719571,0.003930155
FBgn0032170,-0.127072697,-0.0111993
FBgn0032172,0.146047347,0.079523045
FBgn0032168,-0.131765034,0.046197421
FBgn0063449,0.057527868,0.225585822
FBgn0015035,-3.647621456,0.309486728
FBgn0043456,-0.041254433,0.094205627
FBgn0011584,0.201214079,0.221453229
FBgn0005593,-0.185317555,0.082820848
FBgn0032194,0.039244589,0.169963422
FBgn0032195,-0.269375299,-0.202444894
FBgn0032198,-0.006830771,0.21907887
FBgn0032197,-0.103775964,-0.622451681
FBgn0032196,0.193781621,-0.453854146
FBgn0024320,0.134010017,-0.28243941
FBgn0032191,0.094031359,-0.045593057
FBgn0004419,0.127827352,-0.016831466
FBgn0051717,0.097796018,0.001338219
FBgn0032205,-0.186116409,-0.175368162
FBgn0032214,0.032757587,-0.183336241
FBgn0032217,-0.126784624,-0.058966422
FBgn0032219,0.036358967,0.079029174
FBgn0032222,-0.294146843,-0.266643693
FBgn0032223,0.068952896,-0.954033937
FBgn0019932,-0.276562429,-0.121246148
FBgn0051715,0.172607134,-0.117354943
FBgn0032224,0.112492539,0.163630403
FBgn0032229,-0.232323605,-0.157060148
FBgn0032236,-0.31571801,-0.268804038
FBgn0051716,0.047590718,-0.016859682
FBgn0003942,-0.098972305,0.125412513
FBgn0032243,-0.098292385,-0.228164342
FBgn0032246,0.066929945,-0.185379974
FBgn0004915,-0.077505387,-0.470152025
FBgn0032250,0.064180061,-0.337374244
FBgn0027052,0.062444638,-0.328259115
FBgn0027611,-0.141691075,-0.093083947
FBgn0032258,0.043866436,0.055634368
FBgn0032253,-0.522846117,-0.353076854
FBgn0032248,-0.196656625,-0.514404643
FBgn0032242,-0.055541923,0.04912144
FBgn0053303,-0.057171686,0.15883247
FBgn0027568,-0.055289396,-0.202690833
FBgn0011703,-0.195205315,0.162329656
FBgn0032218,0.080238004,0.069517382
FBgn0032216,-0.233717014,-0.17703979
FBgn0032213,0.083034503,0.151377036
FBgn0005322,-0.169130185,-0.041164242
FBgn0032208,0.043126121,-0.212846811
FBgn0011305,-0.113276451,-0.364685523
FBgn0032200,-0.096402522,-0.409199841
FBgn0000229,0.0010888,-0.233392625
FBgn0032261,-0.314455819,-0.316127854
FBgn0032264,0.523338228,0.758813055
FBgn0032276,0.038890073,-0.996707917
FBgn0015320,0.000876367,-0.177136324
FBgn0032297,-0.035936655,-0.071072705
FBgn0032296,-0.1646423,-0.352513485
FBgn0027868,-0.240740521,0.09190058
FBgn0032292,-0.257268109,-0.16629873
FBgn0027363,0.037918998,-0.066038287
FBgn0032321,-0.012671262,-0.071026183
FBgn0032322,0.837565791,0.477090258
FBgn0041781,0.004581301,-0.207193056
FBgn0026147,-0.060328649,-0.211530859
FBgn0032330,0.154488098,0.225187475
FBgn0015756,-0.125723854,0.120207307
FBgn0000146,-0.131012674,-1.089627639
FBgn0010612,-0.348889875,-0.313348506
FBgn0053129,0.193324289,0.270920725
FBgn0032305,0.011225607,-0.123028634
FBgn0032298,-0.147949045,0.370339766
FBgn0032339,0.001246111,-0.319002002
FBgn0032348,-0.145159723,-0.393589223
FBgn0032358,-0.12299922,-0.067895148
FBgn0032350,-0.638066609,-0.416064616
FBgn0032346,-0.089489575,0.287254264
FBgn0027582,0.0800668,-0.011118852
FBgn0032341,0.122037674,0.043772792
FBgn0028490,-0.135656301,-0.182474073
FBgn0032363,0.07816338,0.065238645
FBgn0032378,-0.067133938,-0.043033977
FBgn0020309,0.083061325,-0.109706966
FBgn0032393,-0.065336429,0.068376259
FBgn0027505,0.063047493,-0.180456627
FBgn0032400,0.182909029,0.568159474
FBgn0032398,0.12817655,0.101001849
FBgn0032397,-0.38521078,-0.327435711
FBgn0032395,-0.02561854,-0.178698269
FBgn0032394,0.173871812,0.14477389
FBgn0032407,-0.256451874,-0.104915771
FBgn0027081,-0.226867006,0.026708816
FBgn0000114,0.066470028,-0.430077927
FBgn0015797,-0.000812286,0.122538357
FBgn0032408,-0.204753333,0.319850781
FBgn0041195,0.112387445,-0.786437925
FBgn0032430,-0.169702243,0.371157027
FBgn0020443,0.06584135,0.285072521
FBgn0032429,0.128056436,-0.146660129
FBgn0032451,-0.108591851,-0.146242088
FBgn0032453,-0.21481058,-0.10663929
FBgn0032454,-0.120816751,-0.279231333
FBgn0032449,-0.164320076,-0.002254231
FBgn0032444,-0.304721095,0.009391916
FBgn0021796,-0.023650535,-0.152587822
FBgn0028965,-0.032072703,-0.233594578
FBgn0032467,-0.172081675,-0.285868038
FBgn0032465,0.016793709,0.079232412
FBgn0024291,-0.147608637,0.090370825
FBgn0032477,-0.307109941,-0.094654994
FBgn0032480,0.212816865,0.017752719
FBgn0032482,0.282739979,0.125870092
FBgn0032488,0.074500666,0.111793591
FBgn0051729,0.079476313,-0.113232875
