FB_ID,waspvcontrol,waspvoil
FBgn0025571,0.027730722,0.132489496
FBgn0038524,-0.103136683,-0.201702886
FBgn0038532,-0.031826867,-0.620776194
FBgn0051249,-0.109594927,-0.228208861
FBgn0038519,-0.337322,-0.359209463
FBgn0010926,-0.189422644,0.162920218
FBgn0038515,-0.040013067,-0.259674946
FBgn0038552,-0.043515135,0.195142009
FBgn0038551,-0.207894241,-0.436228323
FBgn0038546,-0.048412829,-0.089350286
FBgn0000477,0.215761697,0.452072584
FBgn0010389,0.360231267,0.114632761
FBgn0022943,-0.07656042,-0.214374225
FBgn0042693,0.002571335,-0.084765982
FBgn0038576,-0.260722223,-0.584428346
FBgn0038578,-0.052326345,-0.12159517
FBgn0038585,-0.231147052,0.137721604
FBgn0020238,0.013792547,-0.049774336
FBgn0026250,-0.01328543,0.090459045
FBgn0038597,-0.143534918,0.159146969
FBgn0024432,0.054128552,0.0721249
FBgn0038603,0.135454873,0.120713064
FBgn0038601,-0.162586623,0.222547631
FBgn0010877,0.044648654,0.029838989
FBgn0038593,0.013321267,-0.444538786
FBgn0038584,-0.129591851,-0.081452447
FBgn0011481,0.166764223,-0.022933887
FBgn0038577,-0.194322131,-0.241752052
FBgn0038569,-0.074870207,-0.217492086
FBgn0038627,-0.218165729,-0.247646181
FBgn0004652,0.119506335,-0.068803613
FBgn0038617,-0.082514561,-0.274641426
FBgn0028670,-0.404485323,-0.273324941
FBgn0044871,-0.023209521,-0.191869397
FBgn0038640,-0.147817807,-0.117129061
FBgn0038652,0.180801912,0.1085609
FBgn0038649,-0.460441867,-0.441031115
FBgn0024329,0.040957089,-0.162468037
FBgn0038659,-0.085191682,-0.403085154
FBgn0022338,0.084846689,0.194828927
FBgn0038673,-0.182732625,-0.048699109
FBgn0015781,0.006789939,-0.160022369
FBgn0038675,-0.064737476,-0.197863553
FBgn0004876,0.054391754,-0.376582632
FBgn0038662,-0.439146723,-0.526983009
FBgn0038660,-0.203766501,-0.043187251
FBgn0038658,-2.170903681,0.9052068
FBgn0016120,-0.301474549,-0.213445703
FBgn0038679,0.127846954,0.708137377
FBgn0038681,-0.353687009,0.004949379
FBgn0038686,0.029114442,-0.524213997
FBgn0038678,-0.375928847,-0.274447226
FBgn0038704,0.069831883,-0.142771802
FBgn0038718,-1.096491755,1.043363448
FBgn0038722,-0.151665128,-0.440688632
FBgn0038723,0.013522984,0.075322702
FBgn0038721,0.138677151,0.041263133
FBgn0038735,-0.04700345,-0.248133275
FBgn0038742,-0.041644188,0.000707303
FBgn0014006,0.024897483,-0.010928681
FBgn0038747,-0.052959008,-0.211064774
FBgn0038768,-0.111538596,0.091211972
FBgn0038771,-0.096383498,0.041411323
FBgn0038763,-0.048846439,-0.154537275
FBgn0038755,0.017887681,-0.322749223
FBgn0038746,-0.341754556,0.323278902
FBgn0038745,-0.122173612,-0.173668483
FBgn0038740,-0.106791429,-1.0862478
FBgn0038738,0.008242132,0.088724806
FBgn0038788,-0.227786343,-0.289944251
FBgn0038787,-0.057432576,0.099892901
FBgn0038806,-0.250014562,-0.017764727
FBgn0038808,-0.080668747,0.037750255
FBgn0038810,0.107803471,0.188672964
FBgn0023097,-0.177522845,-0.322916172
FBgn0001169,0.138970052,-0.14485072
FBgn0038816,-0.237292968,-0.44987454
FBgn0015279,0.048058184,-0.17613228
FBgn0038811,-0.264557295,0.222105631
FBgn0014029,0.071006521,0.047216578
FBgn0038809,0.266761516,-0.128024441
FBgn0023212,-0.186252224,-0.158145522
FBgn0038805,-0.182640384,-0.000132651
FBgn0038826,0.617023976,0.256103422
FBgn0019936,-0.12357252,0.168282245
FBgn0053094,0.057256044,0.071412285
FBgn0038834,-0.160677403,0.123681814
FBgn0028396,5.297389,1.293509263
FBgn0044812,7.55711298,1.97661114
FBgn0027493,-0.929652272,-0.404688953
FBgn0038830,-0.04305476,-0.231228052
FBgn0038829,0.11115705,0.235574227
FBgn0038855,-0.169419203,-0.253380418
FBgn0015790,0.152496015,0.088328409
FBgn0010770,-0.433054834,0.194841084
FBgn0038858,0.021001967,0.016809374
FBgn0038862,-0.050754558,-0.459281117
FBgn0038854,0.104007369,0.082066319
FBgn0038853,0.037628216,-0.287466992
FBgn0003257,-0.686723996,-0.0469043
FBgn0025865,0.147700821,-0.193204587
FBgn0046763,0.020036694,0.414965571
FBgn0038868,0.141888079,0.249544804
FBgn0038870,0.021396517,0.053011315
FBgn0038876,-0.138693739,-0.084899188
FBgn0001234,0.103143165,0.27692043
FBgn0002781,0.04262794,-0.088196115
FBgn0038887,0.025796173,-0.958343063
FBgn0038881,0.149754282,-0.128831164
FBgn0038877,-0.058487056,0.141773098
FBgn0043012,-0.078569412,-0.171816651
FBgn0038871,0.057923613,0.075564389
FBgn0038869,-0.33477163,0.212090364
FBgn0038889,0.153841164,-0.370165944
FBgn0038890,0.078163104,-0.671419431
FBgn0038893,-0.06964328,0.257565581
FBgn0011766,0.046857271,0.110734053
FBgn0038897,0.071412454,0.242255323
FBgn0015229,0.209957249,0.581585058
FBgn0013759,-0.095551018,-0.204725549
FBgn0003867,0.351083846,-0.088926149
FBgn0038923,-0.164881339,-0.202916437
FBgn0019957,-0.347142156,-0.287846237
FBgn0038930,4.954967721,4.005456788
FBgn0038925,-0.522126619,-0.312351902
FBgn0038924,-0.338472133,-0.336470214
FBgn0019960,-0.30610484,-0.229658593
FBgn0038922,-0.143677472,-0.21257151
FBgn0038947,-0.004879324,0.107969082
FBgn0038953,-0.170437158,-0.076290251
FBgn0038965,-0.016184355,-0.325634567
FBgn0038964,-0.343073515,0.405133904
FBgn0038961,-0.459578107,-0.288715913
FBgn0038948,-0.168175894,-0.254708177
FBgn0038976,-0.208130425,-0.009650496
FBgn0028837,-0.00248313,-0.210768793
FBgn0038989,-0.257400649,0.271103903
FBgn0051158,-0.013262753,-0.377304064
FBgn0020278,-0.335770033,0.1121281
FBgn0024558,-0.358183957,0.261090569
FBgn0038984,-0.081160575,-0.139807928
FBgn0053099,0.184404476,0.356775127
FBgn0038981,0.127639377,0.014203367
FBgn0003676,-0.246314129,0.043225307
FBgn0038974,-0.039075323,-0.18174943
FBgn0028688,-0.103777017,-0.038051817
FBgn0038968,-0.000481345,0.173952608
FBgn0039004,0.081585626,0.01066817
FBgn0039026,0.118582749,-0.129127295
FBgn0039016,0.062932094,-0.006200397
FBgn0024958,-0.063141614,0.039892744
FBgn0051151,0.021003286,-0.04977243
FBgn0046114,-0.172195297,-0.132110305
FBgn0039031,-0.007653319,0.063887358
FBgn0027526,0.089388716,-0.149211515
FBgn0053193,-0.247188425,-0.165780245
FBgn0039056,-0.044457262,-0.298140839
FBgn0039066,0.039913046,-0.145105363
FBgn0039055,-0.186247798,-0.200953839
FBgn0024509,-0.05776401,0.143989905
FBgn0002622,-0.163117695,0.078013408
FBgn0039073,0.219278381,0.312313271
FBgn0016119,-0.300048069,-0.261216194
FBgn0039098,0.013711201,0.101022291
FBgn0039102,1.069897531,0.959520192
FBgn0051414,0.043343267,0.490643693
FBgn0039109,-0.123582307,0.460153155
FBgn0028684,-0.196744955,-0.074487974
FBgn0039112,-0.355265959,-0.393279284
FBgn0028475,-0.008803817,-0.177284582
FBgn0039110,-0.158098531,-0.120792567
FBgn0028691,0.044889672,-0.002885043
FBgn0039104,-0.032590119,-0.712606334
FBgn0027512,0.124137544,-0.093419737
FBgn0051145,0.428106329,0.130250423
FBgn0039094,-0.114561301,0.183595827
FBgn0039125,-0.112037098,-0.076857629
FBgn0039130,0.384729071,0.027383811
FBgn0039132,-0.041885688,-0.04839936
FBgn0039136,-0.003935244,-0.121345881
FBgn0015795,0.250743007,0.027051233
FBgn0020647,0.104218818,-0.198294371
FBgn0005674,-0.070586339,0.012926397
FBgn0039129,-0.312142667,-0.913982531
FBgn0015282,-0.233467492,-0.056145043
FBgn0039126,-0.14413088,-0.095027966
FBgn0016754,0.164959693,-0.511465577
FBgn0039124,-0.085934216,-1.121097817
FBgn0013347,0.015633151,-0.290084165
FBgn0039141,-0.102371341,-0.268869979
FBgn0043455,-0.072101033,-0.074935168
FBgn0026576,0.063744332,-0.046746599
FBgn0040283,-0.039420319,-0.292745213
FBgn0039152,0.192605501,0.073741541
FBgn0026317,0.02778448,-0.089081238
FBgn0039154,0.688561941,0.688293012
FBgn0039155,0.628243729,0.78849926
FBgn0039156,-0.022389059,-0.04050264
FBgn0029503,-0.016040949,-0.03783597
FBgn0043884,0.027586478,-0.03918958
FBgn0039172,0.165086628,0.346233516
FBgn0011725,-0.086972938,-0.494810434
FBgn0039163,-0.11159531,0.072827785
FBgn0039160,-0.05549482,-0.112168406
FBgn0015765,0.260038823,0.060883649
FBgn0039150,0.01519339,-0.118434498
FBgn0053100,0.047364477,0.002520065
FBgn0001230,-0.18631218,-0.522370921
FBgn0005649,0.189283352,-0.029918671
FBgn0039140,-0.197947177,-0.500673191
FBgn0019952,0.120271121,-0.019308207
FBgn0039178,1.127646634,0.952649125
FBgn0011785,-0.012652016,-0.127856367
FBgn0039183,-0.159768677,0.230781649
FBgn0039187,-0.072093528,-0.0240142
FBgn0053340,-0.015332683,-0.510978298
FBgn0000036,-3.71812152,-4.356613924
FBgn0039188,0.052464039,0.01627738
FBgn0039186,-0.028459214,0.10273701
FBgn0039182,-0.104778331,0.323102077
FBgn0028471,0.07731609,-0.410105851
FBgn0039175,-0.045796278,0.332259199
FBgn0003134,0.127019493,-0.107849316
FBgn0039204,0.058379592,-0.079803172
FBgn0039213,0.118790965,0.243791526
FBgn0000139,-0.209299815,-0.366918612
FBgn0051126,-0.142300198,-0.322849585
FBgn0020018,-0.044502998,-0.221942843
FBgn0039214,0.12868159,-0.010720403
FBgn0039212,-0.300431475,-0.095434615
FBgn0039209,0.16447563,0.146951786
FBgn0039218,0.222664721,0.461919538
FBgn0004885,-0.054715659,0.04354979
FBgn0040600,1.507739179,0.796170548
FBgn0039233,-0.286873696,0.234509159
FBgn0039234,-0.07628939,-0.176500963
FBgn0039238,-0.190089341,-0.07150137
FBgn0013949,0.12295179,0.307395102
FBgn0039241,-0.414060012,0.379827879
FBgn0039249,-0.112615188,0.083097597
FBgn0039240,-0.00746969,-0.196529289
FBgn0039239,-0.07665866,0.075195509
FBgn0051357,0.169729054,0.006329095
FBgn0027539,-0.291023214,-0.478770734
FBgn0039227,0.080134275,0.009978544
FBgn0039223,-0.096632975,-0.197936265
FBgn0039219,-0.199602109,-0.133867013
FBgn0039252,-0.433565808,-0.24031301
FBgn0039254,-0.194692859,-0.340750319
FBgn0039258,-0.173023369,0.072923135
FBgn0015240,-0.093022748,-0.04345265
FBgn0045866,0.202860307,0.242116036
FBgn0039265,0.121977508,0.287440697
FBgn0039266,0.168594816,-0.202487654
FBgn0039274,-0.113674183,0.055537071
FBgn0046214,-0.220527452,0.139434943
FBgn0011336,0.016193893,0.168252118
FBgn0039261,-0.004073706,-0.117174886
FBgn0039260,-0.116452023,-0.251555911
FBgn0039259,0.14050927,-0.131523524
FBgn0029157,0.00659947,-0.262873666
FBgn0020626,-0.139999437,-0.162740665
FBgn0051108,0.088828219,-0.686210983
FBgn0039290,-0.024729142,0.197293742
FBgn0039293,0.0385606,0.171414652
FBgn0039302,0.023526279,0.070560365
FBgn0039303,0.018370606,0.083526279
FBgn0039305,-0.101809373,0.075941005
FBgn0039316,-0.866890043,-1.185115194
FBgn0027376,-0.043662478,-0.912638798
FBgn0039335,0.135888285,-0.150412299
FBgn0039338,-0.104002351,-0.267095313
FBgn0045761,0.30189798,0.161327068
FBgn0051288,-1.06206714,0.037645201
FBgn0051098,-0.380380394,-0.06220988
FBgn0027090,-0.143141358,0.132080482
FBgn0039304,0.029450633,0.095055043
FBgn0039300,-0.173239429,0.077917651
FBgn0039296,-0.069605872,0.024780628
FBgn0039343,-0.055316284,-1.155298721
FBgn0027508,-0.091652977,-0.144176761
FBgn0040212,0.13759317,-0.201209642
FBgn0039358,-0.107794074,-0.143377962
FBgn0039379,-0.157760728,-0.461938687
FBgn0039381,0.077159117,-0.316052199
FBgn0066101,0.243446804,-0.049547577
FBgn0039360,-0.208822912,-0.198196416
FBgn0039359,-0.199514171,0.09949038
FBgn0039357,-0.261180825,-0.062936897
FBgn0028717,-0.17923707,0.016948302
FBgn0039385,-0.109596407,-0.22195011
FBgn0001139,0.083924988,-0.009591321
FBgn0039402,-0.131865411,-0.068640508
FBgn0039404,-0.106174207,0.255279119
FBgn0039406,-0.139669883,0.121586007
FBgn0028833,-0.062707564,0.154787034
FBgn0039419,-0.099177828,-0.290996345
FBgn0000064,-0.267446025,-0.24915465
FBgn0039417,-0.037167567,0.11744706
FBgn0039427,-0.060251018,0.018988451
FBgn0039428,0.457347145,5.735316008
FBgn0039450,-0.012087563,0.054306556
FBgn0039451,-0.064604652,-0.215046029
FBgn0001197,0.044998903,0.18741057
FBgn0039466,0.568181767,0.045468406
FBgn0051075,-0.151976616,0.850100873
FBgn0039465,-0.164999789,-0.151156699
FBgn0039464,0.04379919,0.258475755
FBgn0026562,-0.202172239,-0.048469886
FBgn0027889,-0.092902279,-0.657949711
FBgn0027574,0.07350189,-0.182985954
FBgn0029155,0.357870954,-0.31905453
FBgn0039494,-0.002162766,0.213394289
FBgn0051064,-1.09848215,-0.411307295
FBgn0039492,-0.160383467,-0.498499199
FBgn0039487,0.181664406,0.05956955
FBgn0003495,0.337268573,0.169947747
FBgn0011289,-0.005792134,-0.044340435
FBgn0039505,-0.053496479,-0.233434738
FBgn0046247,-0.087360782,-0.269484886
FBgn0039508,-0.064623888,0.294994358
FBgn0015737,0.230796173,0.213182619
FBgn0040609,-0.203333208,-0.420528908
FBgn0039509,0.322331422,0.235879313
FBgn0039507,-0.296251466,0.056176965
FBgn0002441,-0.12516984,-0.364457388
FBgn0010328,-0.014246503,0.053558142
FBgn0039501,-0.056264957,-1.016192917
FBgn0040080,0.184250575,-0.392807969
FBgn0027492,0.192429302,-0.023608495
FBgn0004387,0.095531483,-0.05596829
FBgn0005659,0.121392719,0.081046349
FBgn0039555,-0.428799623,-0.254477687
FBgn0003279,-0.236325068,0.067155649
FBgn0027579,-0.165510632,-0.455033411
FBgn0039560,-0.001952546,-0.016188558
FBgn0039562,-0.017663636,0.215477608
FBgn0039564,0.235164264,0.386426514
FBgn0039566,-0.080685482,0.072979814
FBgn0003890,-0.304327743,-0.128145335
FBgn0039563,-0.212979514,-0.617462075
FBgn0039561,0.018342789,0.058156312
FBgn0039559,0.021831364,0.003768526
FBgn0039558,0.175507754,0.145177716
FBgn0039557,-0.147428916,-0.122883302
FBgn0039554,-0.028833661,-0.324850297
FBgn0002865,-0.146707786,-0.645001509
FBgn0039581,-0.184420652,-0.052115885
FBgn0013813,0.28399996,-0.871978733
FBgn0003137,0.920014152,-0.050255987
FBgn0039580,0.009131612,0.002690286
FBgn0001215,-0.125726355,-0.051795795
FBgn0039593,2.749691199,1.432207166
FBgn0027655,0.052055505,-0.213504784
FBgn0039590,0.504004004,0.374072763
FBgn0026400,-0.058084191,0.037304336
FBgn0039600,0.013465639,-0.025875251
FBgn0039623,-0.094065261,-0.499352893
FBgn0015589,0.083199211,-0.030835854
FBgn0024273,-0.157295439,-0.450559708
FBgn0039601,0.000516941,-0.000437057
FBgn0005642,-0.097855616,-0.274866493
FBgn0027873,0.023324742,0.002369144
FBgn0003093,0.192167051,-0.040691629
FBgn0039627,-0.124955948,0.162748549
FBgn0039633,0.087735294,-0.16912973
FBgn0039635,-0.564888536,-0.513078987
FBgn0039636,-0.006891407,-0.307475842
FBgn0039637,-0.182829129,0.063174189
FBgn0028671,0.163177377,0.067035121
FBgn0028692,-0.18025509,-0.094448712
FBgn0039644,0.31601686,0.32634363
FBgn0014427,-0.452698602,-0.128830992
FBgn0029176,-0.178974588,0.080853793
FBgn0039654,-0.014212166,-0.176589468
FBgn0028476,0.226225576,-0.059939671
FBgn0039656,-0.047016597,-0.158232791
FBgn0062442,-0.268813052,-0.295764915
FBgn0041186,-0.092432446,-0.084089461
FBgn0041588,-0.139739344,-0.014835027
FBgn0005596,-0.033120307,-0.290619631
FBgn0039634,0.018159011,-0.124070558
FBgn0039632,-0.121778915,-0.458631928
FBgn0039626,0.043859081,-0.17191144
FBgn0039668,-0.048024863,0.022539397
FBgn0015622,-0.154884099,-0.05056108
FBgn0000492,0.851857856,0.882852359
FBgn0039674,0.259003747,0.0134626
FBgn0039678,0.456633217,1.416557531
FBgn0013972,0.087929847,0.960809998
FBgn0024841,-0.117728544,-0.028458209
FBgn0039685,1.200128701,2.170042213
FBgn0039682,-0.005878225,0.290641732
FBgn0025457,-0.030887636,-0.159909036
FBgn0039689,-0.146577677,-0.06978932
FBgn0039690,0.342576149,0.25566298
FBgn0039691,-0.196232321,-0.056887882
FBgn0019972,-0.039473295,-0.058518393
FBgn0039698,0.066615526,0.161173858
FBgn0000247,-0.106410343,-0.27025285
FBgn0039727,0.203504873,0.00234316
FBgn0039726,0.042844688,0.235658893
FBgn0051040,0.118975524,0.069687788
FBgn0039712,0.058967082,-0.172688326
FBgn0039710,-0.100842684,-0.343939411
FBgn0039705,-0.006492896,-0.189264065
FBgn0039697,-0.19070967,-0.004465356
FBgn0039696,0.151597239,0.38259877
FBgn0020235,-0.277432371,-0.207594052
FBgn0027518,0.214267107,0.067828769
FBgn0027583,-0.052272212,-0.052369321
FBgn0016685,-0.31773419,0.104269429
FBgn0026597,-0.075622954,-0.300056038
FBgn0003512,-0.170664698,-0.010514245
FBgn0039741,-0.180197957,-0.130955898
FBgn0039743,-0.069185639,-0.047944981
FBgn0039751,-0.129948921,0.0893631
FBgn0051029,-0.038628375,-0.706866718
FBgn0051025,0.16733843,-0.531131359
FBgn0002626,-0.156806753,0.126099038
FBgn0001280,-0.162045838,-0.077435529
FBgn0041102,-0.021563976,-0.886982905
FBgn0039737,0.072111118,0.123236115
FBgn0039735,-0.329902562,0.160753244
FBgn0000032,-0.054313181,-0.018918287
FBgn0010113,0.167276328,-0.546277091
FBgn0015221,0.081323583,0.133047227
FBgn0039765,-0.050285524,0.155729114
FBgn0039767,0.086262212,-0.144887685
FBgn0015222,0.057356758,0.167440843
FBgn0039776,0.124932295,0.355555188
FBgn0039779,1.057441247,5.001364191
FBgn0082582,-0.07961511,-0.285918817
FBgn0051015,7.127447736,1.558206292
FBgn0039790,-0.040020856,0.042762839
FBgn0027654,0.368517559,0.128478775
FBgn0028646,-0.082389151,-0.11781978
FBgn0039802,-0.137497266,-0.085034224
FBgn0027598,0.047816055,0.013744201
FBgn0000416,0.073778886,-0.092546691
FBgn0011739,-0.040880374,-0.265102619
FBgn0039801,0.247927466,0.500160373
FBgn0039800,0.141750268,0.267367517
FBgn0039798,3.382799655,1.518997418
FBgn0016123,-1.078758073,-3.377511402
FBgn0002413,0.095061273,-0.051408316
FBgn0010808,-0.33715554,-0.273133514
FBgn0039827,0.279292376,0.376460609
FBgn0039828,-0.176887268,0.351851672
FBgn0039831,-0.007876805,0.023482688
FBgn0039835,-0.387585003,-0.187438259
FBgn0051005,-0.185928557,-0.424355532
FBgn0039830,-0.319431526,-0.237542087
FBgn0039829,-0.393119814,0.232516484
FBgn0039844,-0.232018229,-0.423344551
FBgn0019990,-0.042023749,-0.155376496
FBgn0028968,0.004355799,0.140991026
FBgn0039856,-1.225034093,-0.824344898
FBgn0039858,0.047121821,-0.012129727
FBgn0039857,-0.185204823,0.082810136
FBgn0043900,0.00990051,-0.144011377
FBgn0039849,-0.166479213,0.012521788
FBgn0039846,-0.198130105,0.038135861
FBgn0039861,-0.039296931,-0.136829296
FBgn0039863,-0.043556554,-0.276113587
FBgn0003870,0.035756506,-0.115079019
FBgn0039868,-0.232801413,0.427596694
FBgn0039869,0.257539922,0.115333382
FBgn0039870,-0.057902219,-0.156691499
FBgn0022349,0.064468224,0.044589645
FBgn0039875,0.120462609,0.06790303
FBgn0005632,0.037841021,-0.245296602
FBgn0027620,-0.025696952,0.051758042
FBgn0039882,0.013611339,0.085971878
FBgn0039877,-0.290415752,-0.212698548
FBgn0000150,-0.185472897,0.091838692
FBgn0039867,-0.105123759,-0.023733766
FBgn0002780,-0.25079507,0.309346996
FBgn0002645,-0.210434441,-0.569727887
FBgn0040206,0.210794918,0.094152481
FBgn0011224,0.478246712,-0.514516642
FBgn0032956,0.03273564,-0.30092576
FBgn0032961,-0.310234962,-0.24277868
FBgn0003866,-0.103193749,0.146499921
FBgn0000559,-0.162087775,0.01671407
FBgn0025674,0.032894221,0.075484539
FBgn0051601,-0.056201614,-1.061031512
FBgn0032986,0.213054002,0.050809651
FBgn0032988,-0.038984609,0.00185041
FBgn0032987,-0.069240677,0.160198879
FBgn0032979,0.190943476,-0.158098498
FBgn0033050,-0.113542816,-0.129411564
FBgn0033055,-0.063141045,-0.428526032
FBgn0033065,-1.154706039,0.014825394
FBgn0050431,-0.201172177,0.24301976
FBgn0021847,-0.144561127,-0.512246752
FBgn0000546,0.383027741,0.436971431
FBgn0033062,-0.047795332,0.033344719
FBgn0033052,-0.148063987,-0.243982741
FBgn0000043,0.688368982,-0.237852538
FBgn0027507,0.000591993,-0.109198159
FBgn0022288,-0.2829695,0.255772837
FBgn0025693,0.007635751,-0.203160435
FBgn0033038,-0.163965567,-0.181229488
FBgn0033029,0.170356092,0.048798983
FBgn0039970,0.35004898,0.019709086
FBgn0033028,0.059857165,-0.10624084
FBgn0039969,0.069666637,-0.027857251
FBgn0042085,-0.005388143,-0.395425113
FBgn0029131,0.090104287,-0.214864962
FBgn0050443,0.02632836,-0.076592795
FBgn0033086,-0.132328125,-0.266654967
FBgn0033093,0.219610566,0.839578894
FBgn0014009,-0.061259425,-0.102211464
FBgn0028579,0.089997269,-0.323749832
FBgn0042083,-0.354513145,-0.158359727
FBgn0027066,0.053270518,-0.035299731
FBgn0033101,0.14995009,0.000204482
FBgn0033100,-0.312846423,-0.016763879
FBgn0010482,-0.8657578,-2.313003375
FBgn0033087,-0.194187145,-0.499013797
FBgn0033081,-0.274148946,0.007932303
FBgn0033079,-0.088535475,0.076986014
FBgn0026761,-0.42809713,-0.245233362
FBgn0014028,-0.326660881,-0.27249482
FBgn0033113,0.155368277,-0.035644139
FBgn0033117,0.081349198,0.294572059
FBgn0033122,-0.155305786,-0.202581085
FBgn0029506,0.27329704,-0.066632669
FBgn0022960,0.0347714,-0.131386401
FBgn0033121,0.014463327,-0.146179238
FBgn0034512,1.993991043,2.595725742
FBgn0034527,-0.166736013,-0.731756197
FBgn0034529,-0.067553114,-0.569073433
FBgn0034534,0.049899789,-0.070103228
FBgn0034537,-0.084072527,-0.067499226
FBgn0034540,0.357868134,0.318674541
FBgn0034543,-0.161709492,-0.180054238
FBgn0000615,0.483156994,-0.461314355
FBgn0034542,0.016886244,-0.088223315
FBgn0034528,-0.073697379,0.364125487
FBgn0034521,0.02710543,-0.029269318
FBgn0050148,0.29608815,0.12722749
FBgn0050151,0.758932946,0.463050119
FBgn0034491,-0.277712658,-0.181649181
FBgn0010411,-0.119055329,0.10890619
FBgn0034493,0.35615063,-0.176981871
FBgn0034504,-0.05136834,-0.034574471
FBgn0034503,-0.191590906,-0.290067243
FBgn0034501,-0.127423911,-0.202518652
FBgn0034500,-0.270659015,-0.121093565
FBgn0034496,-0.029140148,0.462212849
FBgn0034494,-0.245405538,-0.3620092
FBgn0005655,-0.143338984,-0.017578624
FBgn0004364,-0.268537262,0.220826266
FBgn0025720,-0.092108504,-0.233273603
FBgn0034488,0.286842531,0.322671803
FBgn0034480,-0.029846912,0.639042256
FBgn0034455,-0.325471461,-0.250092113
FBgn0015949,0.143304766,-0.1545053
FBgn0040732,0.065112386,0.205251789
FBgn0034451,-0.050992411,-0.057538781
FBgn0034422,-0.25637625,0.005967733
FBgn0010434,0.007020843,0.073928426
FBgn0034423,0.055373071,-1.011702225
FBgn0013954,-0.057562273,0.119842722
FBgn0034432,0.019736639,-0.119077335
FBgn0034440,0.226768754,-0.079566654
FBgn0012051,-0.005915278,-0.086279602
FBgn0040273,0.016945624,0.071251602
FBgn0013325,-0.181590299,0.071901564
FBgn0034447,-0.055203621,0.282530849
FBgn0020440,0.021393959,-0.329420461
FBgn0034443,0.220867467,0.032050175
FBgn0034430,-0.213453623,-0.348163748
FBgn0027535,-0.025690567,-0.027359854
FBgn0034419,-0.045994018,-0.402537043
FBgn0034418,0.014599904,-0.236142213
FBgn0014269,0.001897475,0.109722729
FBgn0010551,-0.193300838,-0.109762028
FBgn0034407,2.054612843,5.907867978
FBgn0034406,0.276318719,0.569977049
FBgn0010053,-0.361295604,0.101019078
FBgn0034401,-0.056172667,-0.033797595
FBgn0034400,0.300223486,-0.038049406
FBgn0034398,0.172267403,0.208704931
FBgn0010651,0.317401416,-0.059508576
FBgn0034380,-0.004575576,-0.566706326
FBgn0034371,0.071141007,0.041164264
FBgn0050122,-0.119291012,-0.035453261
FBgn0034368,0.096341925,-0.002264827
FBgn0034329,6.285927124,6.705230252
FBgn0025583,7.541126174,8.266031198
FBgn0040736,6.898750776,7.513474693
FBgn0040734,3.868117762,4.852408166
FBgn0064237,-0.144791293,-0.175451119
FBgn0034335,-0.491591745,-0.349897
FBgn0063497,-0.668469907,-0.052289435
FBgn0063493,0.018193274,0.395337352
FBgn0063492,-0.134382709,0.137186219
FBgn0063491,0.018957706,-0.447196027
FBgn0027835,0.092479747,0.149489789
FBgn0034345,0.14253793,0.139715862
FBgn0034346,-0.289059908,-0.411029811
FBgn0034351,-0.225046657,-0.11169624
FBgn0034356,-0.148294918,0.310558363
FBgn0034362,-0.437480766,-0.183759191
FBgn0000566,-0.160335372,0.052799326
FBgn0034361,-0.396565882,-0.227749862
FBgn0050115,-0.115485692,0.037369683
FBgn0013983,0.341333525,0.222130604
FBgn0034331,5.516610014,6.416021292
FBgn0034328,5.476870883,7.431980624
FBgn0034300,0.030260885,-0.531379909
FBgn0028983,0.069606674,0.250783623
FBgn0003044,-0.119758688,-0.309744821
FBgn0000057,-0.101348436,-0.309043914
FBgn0034307,-0.246494873,-0.304178829
FBgn0034308,0.041626147,-0.118390357
FBgn0034312,-0.268202708,-0.39534381
FBgn0034313,-0.182513484,-0.247620525
FBgn0027836,0.393361635,0.02633256
FBgn0034310,-0.118638308,0.141191842
FBgn0022238,0.154155147,-0.018043121
FBgn0062440,-0.11422028,-0.044083386
FBgn0001222,0.144407142,-0.095100181
FBgn0003520,-0.000413674,-0.172421359
FBgn0041585,-0.184408079,-0.216028511
FBgn0034290,-0.239311904,0.13750585
FBgn0034282,-0.037558041,-0.122162345
FBgn0040294,-0.095552999,-0.033098246
FBgn0016701,0.106511293,0.137241438
FBgn0029006,0.071020885,-0.345320291
FBgn0034258,-0.163380293,0.110225747
FBgn0050109,0.175638018,-0.098898108
FBgn0034261,0.105166522,0.125320491
FBgn0045800,0.250570253,0.220647216
FBgn0034271,0.052890002,-0.310055702
FBgn0034269,-0.057248088,-0.325453616
FBgn0016059,0.157527374,-0.178851765
FBgn0034259,-0.177848117,-0.092473442
FBgn0034246,0.165866232,-0.126879139
FBgn0034245,-0.239227871,-0.328765048
FBgn0034243,-0.170176434,0.140242305
FBgn0016697,-0.174872983,-0.118963638
FBgn0022029,0.105214013,0.361463591
FBgn0034215,-0.29756823,0.127242426
FBgn0034221,2.98209012,-0.04864077
FBgn0024196,-0.155135791,-0.077459789
FBgn0028953,-0.056937687,-0.096711629
FBgn0022987,0.023347388,0.194232456
FBgn0050104,-0.274941845,-0.013330037
FBgn0034230,0.007352344,-0.16517531
FBgn0034232,-0.086296583,0.227423916
FBgn0034237,-0.116731784,0.127249296
FBgn0028382,-0.051503106,-0.204158307
FBgn0034240,0.031866298,-0.14608004
FBgn0010409,-0.192400654,0.080956479
FBgn0028956,0.364188563,0.024601652
FBgn0040918,0.047584303,0.07444442
